order-date,product-name,cost-price,mrp,discount,selling-price
31-12-2021,jacket,101.83,331.91,0.18,272.17
21-08-2020,jacket,188.37,357.11,0.37,224.98
29-05-2023,dress,52.9,151.75,0.25,113.81
29-06-2020,jeans,65.79,188.92,0.34,124.69
17-06-2021,blouse,155.02,338.26,0.33,226.63
06-05-2022,skirt,176.57,391.41,0.23,301.39
11-05-2020,blouse,157.86,192.5,0.13,167.48
21-04-2021,skirt,13.97,256.8,0.08,236.26
07-10-2021,shorts,87.74,126.32,0.2,101.06
18-11-2021,dress,179.63,195.87,0.4,117.52
19-11-2023,shirt,99.6,240.18,0.26,177.73
18-11-2019,trousers,144.34,211.59,0.43,120.61
14-10-2021,tshirt,147.07,371.73,0.19,301.1
21-06-2021,skirt,144.54,400.56,0.11,356.5
17-06-2023,dress,148.5,220.8,0.48,114.82
15-02-2022,jacket,173.96,291.17,0.49,148.5
15-04-2022,blouse,119.96,140.64,0.3,98.45
28-07-2021,jacket,145.75,180.54,0.46,97.49
08-10-2019,dress,98.15,108.94,0.22,84.97
21-07-2021,jacket,129.8,374.96,0.47,198.73
09-03-2024,dress,168.97,354.9,0.5,177.45
09-02-2020,shirt,98.6,347.05,0.3,242.94
23-12-2020,tshirt,14.61,291.3,0.42,168.95
24-05-2022,shorts,14.01,178.19,0.28,128.3
22-03-2020,skirt,35.84,73.45,0.44,41.13
27-10-2019,jeans,73.59,273.57,0.11,243.48
10-11-2020,skirt,110,400.49,0.39,244.3
17-05-2022,jeans,46.88,90.23,0.33,60.45
08-05-2022,tshirt,176.34,441.7,0.2,353.36
17-06-2020,jeans,43.18,63.35,0.41,37.38
27-03-2021,dress,75.08,86.53,0.09,78.74
26-12-2019,blouse,31.27,192.84,0.37,121.49
24-04-2022,saree,187.05,473.87,0.25,355.4
23-07-2023,jeans,146.41,293.96,0.47,155.8
18-12-2019,jeans,36.97,131.44,0.42,76.24
16-11-2022,shirt,134.32,352.77,0.12,310.44
19-08-2023,saree,22.87,29.08,0.43,16.58
01-12-2021,dress,89.5,263.12,0.26,194.71
17-05-2023,jacket,166,284.16,0.41,167.65
02-06-2023,jacket,48.4,303.02,0.19,245.45
18-08-2021,dress,198.61,350.33,0.08,322.3
07-03-2024,saree,14.79,176.63,0.19,143.07
23-03-2022,saree,51.96,324.07,0.2,259.26
19-01-2022,blouse,167.78,399.98,0.12,351.98
16-03-2024,shorts,98.13,250.15,0.29,177.61
19-07-2021,jeans,74.04,94.52,0.24,71.84
07-10-2020,trousers,151.38,373.82,0.41,220.55
12-08-2023,blouse,32.17,230.9,0.08,212.43
03-10-2023,blouse,71.62,291.1,0.39,177.57
13-04-2021,trousers,72.03,371.32,0.35,241.36
23-01-2022,blouse,54.08,301.94,0.15,256.65
17-08-2020,jacket,140.99,338.3,0.24,257.11
21-11-2019,tshirt,35.15,198.38,0.42,115.06
24-07-2021,shorts,164.05,330.1,0.15,280.59
19-06-2021,dress,69.32,257.54,0.4,154.52
05-09-2021,dress,158.86,331.25,0.06,311.38
13-11-2022,saree,78.77,196.72,0.1,177.05
21-08-2019,jeans,132.95,389.7,0.42,226.03
28-04-2023,jeans,30.13,145.83,0.2,116.66
09-06-2023,trousers,19.03,261.83,0.44,146.62
14-05-2024,saree,142.8,292.59,0.45,160.92
13-06-2023,shirt,108.11,369.42,0.31,254.9
13-11-2022,trousers,72.48,250.26,0.38,155.16
30-08-2019,saree,184.1,370,0.32,251.6
17-06-2024,shorts,16.37,151.55,0.48,78.81
16-04-2022,jeans,121.54,338.43,0.42,196.29
04-10-2019,tshirt,159.54,214.2,0.12,188.5
21-07-2020,blouse,196.86,279.34,0.24,212.3
06-07-2023,dress,173.37,274.89,0.19,222.66
05-03-2021,jacket,20.72,314.14,0.49,160.21
15-11-2023,dress,146.85,418.37,0.08,384.9
19-01-2021,trousers,118.47,163.15,0.32,110.94
23-04-2024,trousers,65.4,250.19,0.4,150.11
31-08-2019,shorts,34.65,273.5,0.36,175.04
17-03-2021,jacket,140.84,241.9,0.19,195.94
03-02-2020,saree,96.65,232.52,0.14,199.97
15-03-2020,skirt,163.6,450.92,0.38,279.57
22-07-2023,blouse,133.73,250.05,0.48,130.03
13-02-2024,shorts,63.46,236.86,0.23,182.38
02-01-2023,tshirt,54.48,323.02,0.45,177.66
04-05-2020,dress,194.49,355.72,0.06,334.38
08-12-2023,saree,129.74,329.53,0.22,257.03
06-04-2021,jeans,40.43,112.07,0.16,94.14
03-11-2023,jacket,153.79,283.34,0.37,178.5
23-10-2023,dress,92.11,214.42,0.08,197.27
19-05-2023,dress,132.44,224.39,0.46,121.17
04-09-2021,jeans,105.56,275.21,0.41,162.37
04-09-2023,trousers,115.78,275.7,0.24,209.53
29-04-2022,blouse,164.5,377.21,0.42,218.78
29-08-2023,trousers,180.8,395.72,0.19,320.53
20-04-2023,jeans,137.82,426.32,0.27,311.21
06-07-2023,dress,115.41,397.72,0.07,369.88
12-09-2021,jeans,179.64,317.65,0.28,228.71
29-08-2020,trousers,50.58,113.14,0.14,97.3
26-07-2020,tshirt,85.34,184.98,0.2,147.98
12-11-2021,shorts,67.46,170.43,0.33,114.19
07-10-2023,skirt,117.45,196.24,0.47,104.01
01-12-2023,jeans,23.74,276.67,0.2,221.34
24-10-2023,jeans,173.98,424.78,0.16,356.82
08-10-2022,shirt,10.61,74.16,0.11,66
28-07-2021,jacket,15.62,55.2,0.14,47.47
18-07-2023,shirt,140.92,150.49,0.06,141.46
07-07-2024,shorts,37.38,121.73,0.22,94.95
17-04-2021,trousers,60.1,352.77,0.19,285.74
02-12-2023,shirt,169.15,387.02,0.38,239.95
23-02-2020,skirt,32.96,301.93,0.45,166.06
21-02-2023,jeans,112.53,143.16,0.24,108.8
11-10-2023,skirt,12.14,85.88,0.22,66.99
03-07-2023,shirt,83.09,91.59,0.11,81.52
21-09-2019,shirt,31.83,50.53,0.46,27.29
23-04-2024,jacket,36.25,271.71,0.23,209.22
08-10-2019,shorts,44.49,294.73,0.42,170.94
15-10-2020,blouse,171.62,199.91,0.36,127.94
02-08-2021,trousers,142.93,335.39,0.13,291.79
02-01-2020,shirt,81.83,298.02,0.33,199.67
30-12-2020,jacket,184.26,425.68,0.27,310.75
02-02-2022,tshirt,74.97,372.2,0.49,189.82
02-04-2022,jacket,189.87,292.41,0.39,178.37
24-02-2021,jacket,69.72,217.97,0.34,143.86
07-11-2019,shorts,189.12,339.69,0.27,247.97
04-03-2024,dress,33.49,268.92,0.06,252.78
02-10-2022,skirt,195.81,314.82,0.23,242.41
27-07-2020,tshirt,187.38,350.63,0.19,284.01
27-01-2023,skirt,61.36,78.69,0.46,42.49
28-05-2020,jacket,13.92,36.9,0.46,19.93
07-06-2023,saree,119.85,363.04,0.32,246.87
25-08-2023,skirt,47.42,320.87,0.24,243.86
16-08-2020,blouse,197.34,304.05,0.16,255.4
02-10-2020,jeans,95.98,395.95,0.37,249.45
25-03-2024,shirt,67.47,250.84,0.45,137.96
21-01-2023,tshirt,109.01,369.26,0.16,310.18
26-11-2023,saree,75.74,349.9,0.48,181.95
14-08-2020,shirt,114.35,246.57,0.27,180
26-07-2021,saree,171.43,403.44,0.07,375.2
01-06-2021,saree,33.88,293.97,0.34,194.02
11-12-2023,saree,28.11,59.61,0.17,49.48
09-03-2020,blouse,124.01,344.88,0.38,213.83
09-09-2019,jacket,183.91,364.62,0.43,207.83
11-04-2024,shorts,48.45,237.64,0.08,218.63
16-12-2020,dress,120.36,189.12,0.08,173.99
26-05-2024,tshirt,30.22,76.17,0.43,43.42
07-12-2023,blouse,193.88,200.6,0.37,126.38
23-04-2023,skirt,99.37,176.4,0.41,104.08
07-05-2022,skirt,191.18,294.01,0.38,182.29
13-11-2023,jeans,132.88,416.89,0.26,308.5
08-11-2022,saree,56.63,193.78,0.49,98.83
05-01-2023,skirt,48.55,61,0.27,44.53
12-08-2020,shirt,13.72,231.82,0.23,178.5
13-04-2021,skirt,121.67,295.86,0.45,162.72
28-02-2020,tshirt,49.72,284.26,0.22,221.72
25-12-2023,trousers,132.32,341.57,0.17,283.5
06-06-2023,saree,194.13,307.13,0.32,208.85
26-11-2022,shorts,27.15,37.57,0.41,22.17
27-06-2021,skirt,47.26,287.33,0.18,235.61
17-11-2022,blouse,106.2,202.81,0.17,168.33
08-09-2019,trousers,86.39,211.36,0.5,105.68
27-10-2019,jeans,127.25,169.75,0.25,127.31
14-12-2022,dress,118.94,344.14,0.27,251.22
08-02-2020,blouse,167.67,323.25,0.49,164.86
11-01-2024,saree,124.06,186.61,0.17,154.89
04-04-2022,saree,69.73,304.14,0.14,261.56
21-01-2020,shirt,146.7,319.66,0.28,230.16
14-11-2020,dress,153.82,302.45,0.24,229.86
16-11-2021,skirt,68.89,354.12,0.24,269.13
09-04-2022,blouse,136.31,281.19,0.36,179.96
01-05-2023,trousers,60,147.39,0.29,104.65
04-07-2023,blouse,50.12,119.88,0.48,62.34
21-05-2024,jacket,171.39,275.85,0.16,231.71
14-03-2020,skirt,61.19,224.34,0.11,199.66
22-03-2021,tshirt,48.04,274.34,0.23,211.24
08-09-2020,shirt,174.41,325.8,0.25,244.35
30-04-2021,blouse,196.58,253.72,0.25,190.29
22-06-2023,tshirt,124.57,240.02,0.24,182.42
17-06-2020,trousers,42.25,147.42,0.1,132.68
12-12-2022,dress,30.89,249.3,0.27,181.99
14-02-2024,jacket,26.45,316.8,0.32,215.42
12-07-2021,skirt,73.43,231.72,0.16,194.64
14-09-2023,shirt,13.09,286.8,0.08,263.86
25-12-2019,trousers,35.42,290.09,0.1,261.08
22-09-2021,jacket,66.19,264.2,0.5,132.1
07-10-2022,dress,147.31,160.67,0.46,86.76
05-09-2022,shorts,85.55,360.01,0.07,334.81
19-07-2020,tshirt,55.84,303.71,0.47,160.97
10-11-2019,saree,65.75,234.62,0.49,119.66
06-10-2020,saree,171.17,433.4,0.18,355.39
07-04-2024,skirt,38.78,76.43,0.24,58.09
27-01-2024,jeans,75,183.47,0.49,93.57
07-09-2022,jeans,99.45,246.62,0.43,140.57
21-12-2020,tshirt,153.58,389.08,0.32,264.57
11-05-2024,skirt,113.66,247.17,0.28,177.96
23-10-2023,trousers,156.05,380.52,0.23,293
15-07-2021,dress,89.77,233.5,0.24,177.46
09-05-2020,saree,111.24,318.07,0.11,283.08
01-02-2021,tshirt,110.8,274.52,0.17,227.85
25-08-2021,jeans,58.64,305.72,0.47,162.03
22-01-2021,tshirt,82.83,282.52,0.28,203.41
30-04-2021,shorts,184.45,280.36,0.09,255.13
05-02-2023,shorts,133.11,429.69,0.38,266.41
20-07-2020,trousers,115.35,376.77,0.34,248.67
09-02-2022,dress,16.1,159.8,0.41,94.28
26-06-2023,trousers,198.15,392.37,0.09,357.06
22-08-2021,blouse,118.44,400.04,0.24,304.03
18-09-2023,jacket,193.97,326.87,0.07,303.99
05-01-2021,jeans,75.52,261.96,0.31,180.75
18-07-2019,jeans,164.2,464,0.46,250.56
18-11-2020,jacket,89.48,258.03,0.25,193.52
25-01-2020,blouse,31.08,287.15,0.4,172.29
07-09-2021,tshirt,185.02,244.38,0.23,188.17
29-12-2022,skirt,100.65,174.29,0.07,162.09
20-07-2022,skirt,81.9,174.78,0.43,99.62
03-10-2022,trousers,165.64,226.4,0.33,151.69
07-03-2024,blouse,119.95,154.43,0.14,132.81
30-05-2020,shirt,142.99,423.42,0.34,279.46
30-09-2020,dress,18.16,88.81,0.16,74.6
22-09-2022,dress,23.58,50.91,0.48,26.47
11-10-2023,shorts,64.3,332.59,0.49,169.62
21-10-2019,dress,143.34,384.44,0.32,261.42
03-05-2022,shirt,122.13,196,0.46,105.84
23-09-2022,saree,178.11,262.5,0.16,220.5
20-05-2021,jeans,116.05,236.28,0.25,177.21
25-08-2021,skirt,114.13,395.48,0.08,363.84
29-11-2023,dress,67.29,86.81,0.47,46.01
23-03-2020,jacket,113.08,242.81,0.32,165.11
13-12-2023,blouse,39.19,172.73,0.29,122.64
06-05-2020,tshirt,63.93,195.62,0.44,109.55
19-09-2021,shirt,49.95,343.77,0.28,247.51
29-07-2021,blouse,114.73,330.85,0.18,271.3
30-03-2023,saree,118.81,383.38,0.47,203.19
31-08-2021,saree,142.07,293.27,0.46,158.37
07-12-2022,shorts,136.81,235.82,0.29,167.43
17-03-2024,blouse,161.24,327.28,0.39,199.64
20-12-2022,blouse,122.62,363.14,0.12,319.56
07-11-2021,jeans,155.83,254.69,0.15,216.49
10-03-2023,skirt,53.05,232.34,0.17,192.84
16-10-2019,shorts,123.37,272.27,0.43,155.19
18-09-2022,tshirt,58.78,332.29,0.47,176.11
08-04-2022,shorts,80.81,200.35,0.19,162.28
29-12-2022,shirt,57.19,269.51,0.16,226.39
21-04-2021,jeans,170.12,381.54,0.14,328.12
26-05-2023,blouse,28.35,97.24,0.23,74.87
21-10-2020,skirt,21.46,198.41,0.36,126.98
30-04-2024,jacket,106.67,241.95,0.41,142.75
08-02-2024,skirt,198.37,409.41,0.11,364.37
06-11-2023,jacket,95.77,131.94,0.32,89.72
27-02-2024,trousers,198.73,336.17,0.25,252.13
06-10-2021,dress,27.92,212.8,0.14,183.01
21-07-2020,shorts,113.87,188.53,0.29,133.86
20-01-2021,jacket,107.79,267.01,0.31,184.24
21-06-2022,jacket,123.33,167.84,0.38,104.06
19-02-2024,shorts,29.78,179.99,0.17,149.39
09-09-2023,jacket,58.12,149.58,0.17,124.15
24-06-2020,tshirt,115.24,289.08,0.25,216.81
09-11-2022,dress,40.22,139.64,0.33,93.56
09-09-2021,dress,52.19,80.78,0.43,46.04
25-07-2021,jacket,145.89,260.15,0.28,187.31
08-05-2022,tshirt,109.65,297.22,0.34,196.17
18-09-2021,tshirt,191.29,238.49,0.34,157.4
23-07-2022,skirt,53.02,83.69,0.38,51.89
01-04-2022,tshirt,79.53,328.12,0.34,216.56
11-05-2020,dress,42.74,96.68,0.44,54.14
16-06-2020,shorts,150.15,276.34,0.31,190.67
04-06-2024,skirt,86.26,345.78,0.44,193.64
28-02-2022,saree,198.27,359.91,0.42,208.75
19-08-2022,dress,92.94,270.28,0.23,208.12
25-11-2019,blouse,115.71,384.41,0.46,207.58
08-12-2021,blouse,51.34,295.41,0.37,186.11
25-09-2021,jacket,55.21,169.72,0.35,110.32
06-07-2020,saree,185.58,472.13,0.45,259.67
12-09-2021,shorts,60.5,181.64,0.44,101.72
29-12-2020,dress,15.65,218.5,0.18,179.17
29-05-2021,trousers,169.44,272,0.32,184.96
28-04-2024,tshirt,21.93,69.7,0.2,55.76
11-08-2020,shirt,28.45,48.85,0.12,42.99
14-10-2021,saree,167.11,336.38,0.07,312.83
04-07-2022,shorts,197.83,366.32,0.5,183.16
24-02-2020,blouse,104.43,398.9,0.06,374.97
21-12-2023,trousers,146.89,409.99,0.29,291.09
03-05-2023,dress,75.11,255.01,0.16,214.21
22-06-2022,jacket,100.95,229.42,0.09,208.77
30-09-2023,tshirt,126.63,245.66,0.44,137.57
26-02-2020,dress,120.6,167.01,0.12,146.97
18-04-2024,blouse,167.03,177.27,0.09,161.32
16-01-2023,shirt,83.87,266.59,0.34,175.95
12-09-2022,shirt,176.67,271.93,0.36,174.04
27-10-2021,shorts,53.23,161.31,0.15,137.11
26-12-2023,trousers,158.46,432.99,0.37,272.78
28-01-2020,skirt,53.95,64.21,0.48,33.39
25-12-2023,blouse,176.65,352.35,0.36,225.5
19-04-2022,tshirt,138.89,151.14,0.09,137.54
25-10-2021,skirt,88.07,183.27,0.43,104.46
01-09-2019,jacket,105.13,380.46,0.3,266.32
04-08-2022,tshirt,147.06,364.99,0.31,251.84
29-06-2022,jeans,64.87,100.85,0.45,55.47
19-12-2021,shorts,32.91,273.17,0.4,163.9
10-12-2022,dress,116.36,194.68,0.49,99.29
29-04-2021,jeans,71.65,315.69,0.14,271.49
15-09-2021,blouse,91.62,137.12,0.33,91.87
03-02-2020,skirt,42.44,77.77,0.44,43.55
12-06-2021,saree,27.49,118.02,0.46,63.73
29-02-2020,shirt,166.89,395.89,0.38,245.45
10-05-2020,saree,146.24,348.93,0.44,195.4
16-03-2022,dress,14.27,227.62,0.27,166.16
15-02-2023,saree,89.43,207.47,0.47,109.96
21-11-2023,shorts,33.31,94.6,0.25,70.95
29-03-2024,saree,193.68,247.89,0.22,193.35
15-04-2021,blouse,158.51,249.92,0.22,194.94
11-12-2022,skirt,62.87,75.62,0.29,53.69
05-09-2019,jeans,174.94,212.07,0.2,169.66
21-09-2021,shirt,172.52,206.66,0.45,113.66
07-07-2024,trousers,23.7,188.23,0.49,96
16-09-2022,trousers,194.98,494.32,0.23,380.63
10-12-2022,jacket,143.89,228.76,0.25,171.57
14-09-2022,jeans,15.15,100.53,0.24,76.4
25-11-2021,jeans,118.21,408.51,0.26,302.3
26-09-2019,blouse,33.88,92.52,0.17,76.79
18-05-2020,tshirt,124.74,316.6,0.1,284.94
04-02-2020,tshirt,184.6,249.46,0.39,152.17
17-05-2022,blouse,10.22,15.8,0.42,9.16
31-10-2019,jacket,146.9,298.2,0.07,277.33
10-07-2021,jacket,42.19,286.29,0.09,260.52
27-06-2024,skirt,30.78,252.86,0.35,164.36
20-05-2022,blouse,42.29,122.29,0.34,80.71
09-10-2021,dress,86.4,331.75,0.4,199.05
22-05-2020,shorts,145.39,371.52,0.35,241.49
30-09-2022,dress,160.98,417.18,0.29,296.2
01-12-2022,jacket,21.39,189.81,0.14,163.24
02-05-2024,saree,110.31,285.6,0.2,228.48
28-01-2022,tshirt,123.84,377.71,0.1,339.94
25-10-2023,saree,87.11,372.89,0.1,335.6
16-02-2021,jeans,27.91,325.53,0.24,247.4
22-11-2020,trousers,81.3,179.16,0.27,130.79
07-07-2020,jeans,97.92,155.1,0.15,131.83
02-07-2020,saree,180.82,375.67,0.26,278
03-11-2023,tshirt,96.45,201.68,0.46,108.91
04-11-2021,jeans,92.77,365.85,0.33,245.12
11-09-2019,saree,168.65,318.9,0.35,207.28
13-03-2024,saree,53.17,334.95,0.33,224.42
30-07-2022,tshirt,42.35,220.35,0.39,134.41
04-02-2024,trousers,107.68,374.47,0.16,314.55
10-11-2020,jeans,171.94,432.37,0.24,328.6
05-07-2021,trousers,83.62,296.84,0.08,273.09
11-10-2020,shirt,114.89,380.47,0.17,315.79
18-01-2023,skirt,154,185.79,0.13,161.64
18-01-2021,tshirt,140.91,269.83,0.43,153.8
10-08-2023,saree,44.13,87.4,0.44,48.94
02-08-2020,trousers,175.99,408.11,0.25,306.08
22-09-2022,shorts,188.66,357.9,0.08,329.27
08-03-2021,shirt,28.63,254.72,0.5,127.36
02-02-2021,dress,117.17,230.51,0.43,131.39
12-12-2021,jacket,73.68,151.25,0.18,124.02
29-09-2021,dress,175.21,323.65,0.11,288.05
07-04-2023,tshirt,136.6,375.25,0.31,258.92
18-01-2022,saree,81.87,192.65,0.23,148.34
20-04-2023,jacket,50.94,272.2,0.32,185.1
16-10-2020,skirt,194.25,471.96,0.14,405.89
01-06-2020,shorts,118.43,280.41,0.44,157.03
11-09-2020,saree,145.82,321.09,0.12,282.56
26-03-2020,blouse,34.5,198.97,0.49,101.47
29-09-2020,trousers,88.55,193.58,0.22,150.99
23-09-2022,shirt,98.62,150.28,0.09,136.75
03-07-2024,jeans,55.89,98.44,0.4,59.06
17-04-2022,jeans,170.99,271.11,0.15,230.44
01-08-2023,jacket,153.97,389.88,0.13,339.2
22-10-2022,jeans,75.28,368.18,0.23,283.5
15-07-2023,shirt,88.63,273.68,0.12,240.84
17-04-2020,saree,96.53,160.67,0.1,144.6
23-08-2021,jeans,167.28,292.49,0.05,277.87
19-08-2022,saree,19.06,78.71,0.32,53.52
03-07-2022,shirt,88.32,157.11,0.08,144.54
29-12-2020,shorts,84.86,301.13,0.21,237.89
04-04-2022,tshirt,45.32,100.25,0.1,90.22
06-03-2024,dress,78.48,377.97,0.29,268.36
13-03-2022,saree,83.98,363.44,0.37,228.97
07-03-2020,blouse,40.19,62.53,0.49,31.89
17-12-2022,jeans,125.19,370.95,0.42,215.15
04-09-2022,shorts,56.38,93.54,0.41,55.19
23-01-2020,shirt,42.29,125.8,0.3,88.06
27-02-2020,tshirt,109.11,401.1,0.19,324.89
02-08-2023,jacket,167.39,215.11,0.25,161.33
19-07-2019,tshirt,33.89,118.33,0.41,69.81
10-01-2024,jeans,61.05,66.27,0.2,53.02
02-05-2023,trousers,122.54,272.67,0.16,229.04
30-09-2022,saree,134.58,213.76,0.28,153.91
15-08-2019,skirt,131.21,417.97,0.08,384.53
11-04-2022,jacket,73.63,263.48,0.4,158.09
03-08-2023,shirt,179.63,455.25,0.29,323.23
09-08-2020,jeans,29.28,134.54,0.26,99.56
18-08-2021,shorts,35.25,154.76,0.23,119.17
18-01-2020,jeans,112.58,266.62,0.18,218.63
28-06-2022,saree,151.88,189,0.47,100.17
01-08-2023,skirt,142.41,435.85,0.06,409.7
29-04-2022,saree,25.79,271.95,0.26,201.24
19-06-2021,trousers,184.59,442.21,0.36,283.01
30-07-2020,shorts,88.82,384.35,0.45,211.39
17-11-2023,shirt,157.55,251.42,0.15,213.71
25-08-2022,blouse,197.52,444.1,0.47,235.37
13-05-2022,saree,156.08,258.25,0.26,191.1
30-11-2019,tshirt,71.99,189.06,0.19,153.14
31-03-2022,shorts,117.16,254.51,0.43,145.07
03-08-2023,shorts,90.54,260.85,0.23,200.85
01-12-2020,blouse,127.01,263.09,0.35,171.01
09-02-2021,trousers,84.58,362.42,0.31,250.07
06-05-2023,trousers,58.47,110.4,0.2,88.32
13-03-2020,saree,198.18,419.09,0.4,251.45
11-12-2021,saree,105.04,144.79,0.48,75.29
22-12-2022,saree,41.21,88.42,0.34,58.36
25-09-2022,jacket,157.41,446,0.41,263.14
23-01-2024,blouse,39.09,169.75,0.22,132.4
18-07-2019,tshirt,176.22,253.28,0.23,195.03
12-05-2024,blouse,56.58,133.93,0.06,125.89
02-02-2023,shirt,50.34,200.67,0.38,124.42
22-03-2020,dress,56.58,113.04,0.37,71.22
25-06-2023,shorts,159.91,440.35,0.47,233.39
06-05-2021,jeans,139.72,269.51,0.25,202.13
22-12-2023,shirt,149.54,353.86,0.29,251.24
21-09-2022,jeans,168.92,220.46,0.36,141.09
09-08-2021,blouse,175.45,445.48,0.12,392.02
03-05-2023,jeans,107.14,190.61,0.45,104.84
03-12-2021,shorts,52.03,232.45,0.48,120.87
19-10-2022,jacket,85.6,359.26,0.43,204.78
15-01-2021,dress,85.54,267.8,0.45,147.29
20-02-2020,shirt,158.16,362.06,0.24,275.17
13-11-2020,saree,16.94,124.11,0.15,105.49
04-02-2022,tshirt,178.15,307.45,0.43,175.25
20-10-2020,tshirt,39.43,142.04,0.36,90.91
01-08-2022,jeans,174.21,300.91,0.38,186.56
27-12-2019,tshirt,194.33,306.88,0.2,245.5
09-01-2020,skirt,121.91,261.63,0.49,133.43
04-07-2020,tshirt,19,86.71,0.47,45.96
23-12-2023,blouse,123.92,420.44,0.15,357.37
02-03-2022,skirt,77.89,374.81,0.49,191.15
11-06-2023,dress,183.12,238.35,0.24,181.15
07-04-2021,jeans,100.93,361.08,0.39,220.26
28-11-2023,blouse,123.24,237.41,0.42,137.7
02-06-2021,skirt,173.18,216.03,0.14,185.79
21-03-2021,jacket,28.77,222.99,0.33,149.4
24-09-2019,tshirt,62.71,284,0.14,244.24
07-09-2020,skirt,183.03,323.77,0.34,213.69
09-10-2019,blouse,103.83,359.86,0.47,190.73
24-10-2020,tshirt,89.91,224.08,0.33,150.13
27-11-2019,jeans,69.59,79.7,0.08,73.32
21-02-2022,dress,184.15,407.72,0.46,220.17
10-09-2022,saree,48.36,332.9,0.49,169.78
30-08-2023,saree,109.18,165.22,0.37,104.09
19-10-2019,trousers,51.84,123.34,0.1,111.01
07-05-2024,tshirt,122.21,202.11,0.28,145.52
15-04-2024,skirt,121.48,307.7,0.48,160
04-09-2020,trousers,139.02,438.69,0.48,228.12
02-12-2022,jeans,161.94,405.89,0.34,267.89
17-10-2020,saree,79.28,119.83,0.12,105.45
24-07-2023,jeans,137.98,210.97,0.18,173
25-05-2020,shorts,129.79,379.08,0.07,352.54
15-06-2021,jeans,153.41,221.79,0.46,119.77
26-09-2020,jacket,44.16,187.85,0.05,178.46
26-06-2020,tshirt,19.5,264.84,0.43,150.96
20-11-2019,skirt,88.07,192.16,0.21,151.81
11-01-2021,jacket,64.33,295.37,0.37,186.08
04-02-2023,tshirt,128.07,223.3,0.49,113.88
07-02-2024,jacket,147.28,399.18,0.3,279.43
24-09-2020,skirt,57.61,146.98,0.33,98.48
18-05-2021,blouse,60.52,232.4,0.07,216.13
22-04-2021,jeans,109.1,313.99,0.07,292.01
11-03-2024,shirt,84.8,235.14,0.41,138.73
12-03-2021,saree,97.94,218.72,0.43,124.67
23-10-2019,tshirt,104.04,288.83,0.32,196.4
09-11-2019,skirt,163.03,386.7,0.32,262.96
14-08-2022,dress,174.53,261.68,0.13,227.66
14-10-2023,trousers,112.44,296.76,0.2,237.41
04-02-2024,tshirt,102.39,294.09,0.47,155.87
09-09-2021,trousers,178.26,238.91,0.25,179.18
01-08-2021,shorts,193.38,231.22,0.22,180.35
24-10-2023,skirt,25.54,302.28,0.3,211.6
27-10-2023,skirt,158.55,326.75,0.21,258.13
17-07-2023,blouse,130.61,407.9,0.09,371.19
06-09-2020,jacket,124.46,386.62,0.19,313.16
20-11-2022,trousers,184.84,466.57,0.26,345.26
16-11-2023,skirt,126.29,284.28,0.07,264.38
03-07-2022,dress,72.5,258.93,0.17,214.91
31-07-2019,jacket,60.93,306.78,0.36,196.34
05-04-2024,jacket,16.83,51.7,0.17,42.91
13-11-2021,jacket,161.47,398.64,0.27,291.01
11-04-2022,jeans,40.93,106.61,0.34,70.36
20-09-2022,shirt,107.47,158.47,0.36,101.42
31-07-2022,skirt,191.35,467.29,0.48,242.99
29-08-2022,shirt,131.02,177.9,0.27,129.87
19-05-2020,jacket,89.11,180.12,0.23,138.69
06-01-2023,dress,114.36,353.92,0.24,268.98
31-03-2022,blouse,43.46,169.27,0.09,154.04
06-01-2020,skirt,108.4,162.98,0.16,136.9
03-09-2022,tshirt,14.53,78.01,0.39,47.59
31-12-2022,jeans,75.2,190.68,0.23,146.82
23-07-2022,blouse,11.76,106.65,0.25,79.99
24-02-2024,tshirt,30.5,220.64,0.25,165.48
21-08-2021,dress,97.42,384.02,0.43,218.89
25-12-2023,jacket,72.59,151.7,0.09,138.05
22-07-2023,blouse,17.78,224.23,0.27,163.69
08-07-2020,trousers,140.29,434.62,0.32,295.54
04-09-2022,dress,104.13,219.37,0.21,173.3
11-01-2022,skirt,98.39,154.41,0.33,103.45
25-06-2023,skirt,185.55,448.05,0.08,412.21
23-05-2020,shirt,75.49,278.4,0.26,206.02
25-10-2022,saree,22.93,171.81,0.23,132.29
08-12-2020,shorts,58.22,140.97,0.29,100.09
05-02-2024,skirt,17.01,209.47,0.47,111.02
13-07-2023,jeans,125.29,149.46,0.09,136.01
09-12-2019,tshirt,101.33,328.06,0.38,203.4
06-03-2022,dress,85.27,310.48,0.49,158.34
19-06-2024,tshirt,117.48,172.1,0.14,148.01
04-03-2020,dress,144.78,161.48,0.27,117.88
26-05-2023,tshirt,167.08,342.69,0.37,215.89
31-01-2021,jacket,40.1,109.97,0.37,69.28
23-07-2021,shorts,163.36,347.7,0.24,264.25
01-09-2021,trousers,104.06,254.18,0.32,172.84
02-03-2022,shirt,124.28,174.86,0.05,166.12
18-07-2023,jeans,131.7,419.19,0.35,272.47
01-05-2022,shirt,56.14,232.29,0.22,181.19
25-08-2022,shorts,72.42,168.07,0.18,137.82
31-10-2019,tshirt,84.73,229.01,0.23,176.34
15-07-2023,jacket,79.91,337.47,0.46,182.23
09-03-2024,blouse,82.49,275.22,0.28,198.16
11-09-2021,skirt,144.5,347.69,0.32,236.43
